440685088	52903..53865	+	Anabaena_cylindrica_PCC_7122_uid183339	NC_019772	37	pfam01905	+	cas7
440685089	53846..54598	+	Anabaena_cylindrica_PCC_7122_uid183339	NC_019772	38	cls000048	+	cas5
440685090	54576..55601	+	Anabaena_cylindrica_PCC_7122_uid183339	NC_019772	39	pfam10040	+	cas6
440685091	55608..56192	+	Anabaena_cylindrica_PCC_7122_uid183339	NC_019772	40	cd09637		cas4
440685092	56196..57173	+	Anabaena_cylindrica_PCC_7122_uid183339	NC_019772	41	cd09634	+	cas1
440685093	57170..57463	+	Anabaena_cylindrica_PCC_7122_uid183339	NC_019772	42	cd09725	+	cas2
320162240	3146402..3147013	-	Anaerolinea_thermophila_UNI_1_uid62245	NC_014960	2830	cd09637		cas4
320162241	3147017..3147289	-	Anaerolinea_thermophila_UNI_1_uid62245	NC_014960	2831	cd09725	+	cas2
320162242	3147300..3148349	-	Anaerolinea_thermophila_UNI_1_uid62245	NC_014960	2832	cd09634	+	cas1
320162243	3148362..3149351	-	Anaerolinea_thermophila_UNI_1_uid62245	NC_014960	2833	mkCas0066	+	cas6
320162244	3149351..3151732	-	Anaerolinea_thermophila_UNI_1_uid62245	NC_014960	2834	cd09641,cd09639	+	cas3
320162245	3151735..3152454	-	Anaerolinea_thermophila_UNI_1_uid62245	NC_014960	2835	cd09693	+	cas5
320162246	3152469..3153548	-	Anaerolinea_thermophila_UNI_1_uid62245	NC_014960	2836	cd09687	+	cas7
320162247	3153570..3155039	-	Anaerolinea_thermophila_UNI_1_uid62245	NC_014960	2837	cls000029	+	cas8b2
320162248	3155066..3155449	-	Anaerolinea_thermophila_UNI_1_uid62245	NC_014960	2838	cd09766		csx15
320162249	3155459..3156388	-	Anaerolinea_thermophila_UNI_1_uid62245	NC_014960	2839	mkCas0112		csx1
320162250	3156372..3157301	-	Anaerolinea_thermophila_UNI_1_uid62245	NC_014960	2840	cd09661	+	cmr6
320162251	3157305..3157682	-	Anaerolinea_thermophila_UNI_1_uid62245	NC_014960	2841	pfam09701	+	cmr5
320162252	3157687..3158592	-	Anaerolinea_thermophila_UNI_1_uid62245	NC_014960	2842	COG1336	+	cmr4
320162253	3158622..3159701	-	Anaerolinea_thermophila_UNI_1_uid62245	NC_014960	2843	pfam09700	+	cmr3
320162254	3159698..3161458	-	Anaerolinea_thermophila_UNI_1_uid62245	NC_014960	2844	cls000742	+	cas10
320162255	3161455..3162387	-	Anaerolinea_thermophila_UNI_1_uid62245	NC_014960	2845	COG1367	+	cmr1
320162256	3162485..3163342	-	Anaerolinea_thermophila_UNI_1_uid62245	NC_014960	2846	cd09741,COG2197		csx1,Response regulator containing
15605875	245338..246288	-	Aquifex_aeolicus_VF5_uid57765	NC_000918	257	cd09722	+	cas1
15605876	246281..246814	-	Aquifex_aeolicus_VF5_uid57765	NC_000918	258	pfam01930		cas4
15605877	246792..248981	-	Aquifex_aeolicus_VF5_uid57765	NC_000918	259	COG1203	+	cas3
15605878	248932..250527	-	Aquifex_aeolicus_VF5_uid57765	NC_000918	260	cd09665	+	cas8b2
15605879	250518..251177	-	Aquifex_aeolicus_VF5_uid57765	NC_000918	261	cd09658	+	cas5
15605880	251158..252231	-	Aquifex_aeolicus_VF5_uid57765	NC_000918	262	COG1857	+	cas7
15605881	252309..253250	-	Aquifex_aeolicus_VF5_uid57765	NC_000918	263	pfam09670		csx1
15605882	253252..253587	-	Aquifex_aeolicus_VF5_uid57765	NC_000918	264	cd09681		csx3
15605883	253592..254953	-	Aquifex_aeolicus_VF5_uid57765	NC_000918	265	cd09660		csx1
15605884	254950..256071	-	Aquifex_aeolicus_VF5_uid57765	NC_000918	266	COG1604	+	cmr6
15605885	256087..256986	-	Aquifex_aeolicus_VF5_uid57765	NC_000918	267	COG1336	+	cmr4
15605886	257019..257906	-	Aquifex_aeolicus_VF5_uid57765	NC_000918	268	COG1367	+	cmr1
15605887	257872..258615	-	Aquifex_aeolicus_VF5_uid57765	NC_000918	269	COG1583	+	cas6
15605888	258857..259258	-	Aquifex_aeolicus_VF5_uid57765	NC_000918	270	COG3337	+	cmr5
15605889	259248..260135	-	Aquifex_aeolicus_VF5_uid57765	NC_000918	271	COG1336	+	cmr4
15605890	260132..261109	-	Aquifex_aeolicus_VF5_uid57765	NC_000918	272	COG1769	+	cmr3
15605891	261090..262955	-	Aquifex_aeolicus_VF5_uid57765	NC_000918	273	cls000742	+	cas10
11499443	1671367..1672236	-	Archaeoglobus_fulgidus_DSM_4304_uid57717	NC_000917	1845	cd09760	+	cas6
11499444	1672244..1672417	-	Archaeoglobus_fulgidus_DSM_4304_uid57717	NC_000917	1846	-		-
11499445	1672700..1673731	-	Archaeoglobus_fulgidus_DSM_4304_uid57717	NC_000917	1847	cd09661	+	cmr6
11499446	1673728..1674195	-	Archaeoglobus_fulgidus_DSM_4304_uid57717	NC_000917	1848	COG3337	+	cmr5
11499447	1674176..1675243	-	Archaeoglobus_fulgidus_DSM_4304_uid57717	NC_000917	1849	COG1336	+	cmr4
11499448	1675227..1675541	-	Archaeoglobus_fulgidus_DSM_4304_uid57717	NC_000917	1850	cd09681		csx3
11499449	1675522..1676487	-	Archaeoglobus_fulgidus_DSM_4304_uid57717	NC_000917	1851	cls000955		csx1
11499450	1676488..1677513	-	Archaeoglobus_fulgidus_DSM_4304_uid57717	NC_000917	1852	COG1769	+	cmr3
11499451	1677510..1680524	-	Archaeoglobus_fulgidus_DSM_4304_uid57717	NC_000917	1853	cls000742	+	cas10
11499452	1680461..1681450	-	Archaeoglobus_fulgidus_DSM_4304_uid57717	NC_000917	1854	COG1367	+	cmr1
11499453	1681502..1682143	-	Archaeoglobus_fulgidus_DSM_4304_uid57717	NC_000917	1855	cls001593		casR
11499454	1682222..1682572	+	Archaeoglobus_fulgidus_DSM_4304_uid57717	NC_000917	1856	cd09653	+	csa5
11499455	1682556..1683515	+	Archaeoglobus_fulgidus_DSM_4304_uid57717	NC_000917	1857	cd09685	+	cas7
11499456	1683512..1684312	+	Archaeoglobus_fulgidus_DSM_4304_uid57717	NC_000917	1858	COG1688	+	cas5
11499457	1684300..1685472	+	Archaeoglobus_fulgidus_DSM_4304_uid57717	NC_000917	1859	cls000150	+	cas8a1
11499458	1685466..1687106	+	Archaeoglobus_fulgidus_DSM_4304_uid57717	NC_000917	1860	cd09639	+	cas3
11499459	1687103..1687828	+	Archaeoglobus_fulgidus_DSM_4304_uid57717	NC_000917	1861	COG2254	+	cas3HD
11499460	1687858..1688142	+	Archaeoglobus_fulgidus_DSM_4304_uid57717	NC_000917	1862	COG1343	+	cas2
11499461	1688164..1688733	-	Archaeoglobus_fulgidus_DSM_4304_uid57717	NC_000917	1863	cd09637		cas4
11499462	1688708..1689745	-	Archaeoglobus_fulgidus_DSM_4304_uid57717	NC_000917	1864	cd09634	+	cas1
11499463	1689742..1690587	-	Archaeoglobus_fulgidus_DSM_4304_uid57717	NC_000917	1865	COG4343		cas4
15612890	347483..348859	+	Bacillus_halodurans_C_125_uid57791	NC_002570	327	COG1367	+	cmr1
15612891	348829..350643	+	Bacillus_halodurans_C_125_uid57791	NC_002570	328	cls000742	+	cas10
15612892	350603..351874	+	Bacillus_halodurans_C_125_uid57791	NC_002570	329	cd09656	+	cmr3
15612893	351874..352785	+	Bacillus_halodurans_C_125_uid57791	NC_002570	330	COG1336	+	cmr4
15612894	352782..353159	+	Bacillus_halodurans_C_125_uid57791	NC_002570	331	COG3337	+	cmr5
15612895	353156..353902	+	Bacillus_halodurans_C_125_uid57791	NC_002570	332	COG1604	+	cmr6
15612896	354282..355127	+	Bacillus_halodurans_C_125_uid57791	NC_002570	333	-		-
15612897	356399..356683	+	Bacillus_halodurans_C_125_uid57791	NC_002570	334	pfam01527		Transposase. Transposase prote
15612898	356725..357510	+	Bacillus_halodurans_C_125_uid57791	NC_002570	335	pfam13276,pfam00665,pfam13333		HTH-like domain. This domain c,Integrase core domain. Integra,Integrase core domain.
15612899	358059..360461	+	Bacillus_halodurans_C_125_uid57791	NC_002570	336	COG1203	+	cas3
15612900	360504..361214	+	Bacillus_halodurans_C_125_uid57791	NC_002570	337	cd09752	+	cas5
15612901	361216..363099	+	Bacillus_halodurans_C_125_uid57791	NC_002570	338	cd09757	+	cas8c
15612902	363096..363947	+	Bacillus_halodurans_C_125_uid57791	NC_002570	339	COG3649	+	cas7
15612903	364072..364596	+	Bacillus_halodurans_C_125_uid57791	NC_002570	340	COG1468		cas4
15612904	364593..365624	+	Bacillus_halodurans_C_125_uid57791	NC_002570	341	cd09721	+	cas1
15612905	365633..365923	+	Bacillus_halodurans_C_125_uid57791	NC_002570	342	cd09725	+	cas2
222528170	142983..143768	+	Caldicellulosiruptor_bescii_DSM_6725_uid59201	NC_012034	113	pfam01881	+	cas6
222528171	143801..145441	+	Caldicellulosiruptor_bescii_DSM_6725_uid59201	NC_012034	114	cd09665	+	cas8b2
222528172	145438..146367	+	Caldicellulosiruptor_bescii_DSM_6725_uid59201	NC_012034	115	cd09687	+	cas7
222528173	146370..147119	+	Caldicellulosiruptor_bescii_DSM_6725_uid59201	NC_012034	116	cd09658	+	cas5
222528174	147106..149433	+	Caldicellulosiruptor_bescii_DSM_6725_uid59201	NC_012034	117	cd09641,cd09639	+	cas3
222528175	149463..149978	+	Caldicellulosiruptor_bescii_DSM_6725_uid59201	NC_012034	118	pfam01930		cas4
222528176	149984..150964	+	Caldicellulosiruptor_bescii_DSM_6725_uid59201	NC_012034	119	cd09722	+	cas1
222528177	151153..151416	+	Caldicellulosiruptor_bescii_DSM_6725_uid59201	NC_012034	120	cd09725	+	cas2
222528178	162208..163410	+	Caldicellulosiruptor_bescii_DSM_6725_uid59201	NC_012034	121	COG4584		Transposase and inactivated de
222528179	163431..164195	+	Caldicellulosiruptor_bescii_DSM_6725_uid59201	NC_012034	122	pfam01695		IstB-like ATP binding protein.
222528180	167209..167967	+	Caldicellulosiruptor_bescii_DSM_6725_uid59201	NC_012034	123	pfam01695		IstB-like ATP binding protein.
222528181	168761..170152	+	Caldicellulosiruptor_bescii_DSM_6725_uid59201	NC_012034	124	mkCas0112		csx1
222528182	170149..171723	+	Caldicellulosiruptor_bescii_DSM_6725_uid59201	NC_012034	125	mkCas0133	+	cas10
222528183	171716..173989	+	Caldicellulosiruptor_bescii_DSM_6725_uid59201	NC_012034	126	mkCas0198,cls000715	+	csm3,csx10
222528184	173976..175400	+	Caldicellulosiruptor_bescii_DSM_6725_uid59201	NC_012034	127	cd09683,cd09683	+	csm3,csm3
222528185	175408..176019	+	Caldicellulosiruptor_bescii_DSM_6725_uid59201	NC_012034	128	cls001376	+	csx19
222528186	176012..177859	+	Caldicellulosiruptor_bescii_DSM_6725_uid59201	NC_012034	129	cls000253	+	csm3
312794649	2657833..2658096	-	Caldicellulosiruptor_kristjanssonii_177R1B_uid60393	NC_014721	2366	cd09725	+	cas2
312794650	2658102..2659094	-	Caldicellulosiruptor_kristjanssonii_177R1B_uid60393	NC_014721	2367	cd09722	+	cas1
312794651	2659136..2659633	-	Caldicellulosiruptor_kristjanssonii_177R1B_uid60393	NC_014721	2368	pfam01930		cas4
312794652	2659663..2662086	-	Caldicellulosiruptor_kristjanssonii_177R1B_uid60393	NC_014721	2369	cd09641,COG1203	+	cas3
312794653	2662176..2662928	-	Caldicellulosiruptor_kristjanssonii_177R1B_uid60393	NC_014721	2370	mkCas0191	+	cas5
312794654	2662950..2663834	-	Caldicellulosiruptor_kristjanssonii_177R1B_uid60393	NC_014721	2371	pfam05107	+	cas7b
312794655	2663856..2665919	-	Caldicellulosiruptor_kristjanssonii_177R1B_uid60393	NC_014721	2372	pfam09484	+	cas8b1
312794656	2668836..2669102	-	Caldicellulosiruptor_kristjanssonii_177R1B_uid60393	NC_014721	2373	pfam03683		Uncharacterized protein family
312794657	2676973..2678769	-	Caldicellulosiruptor_kristjanssonii_177R1B_uid60393	NC_014721	2374	COG0433		HerA helicase [Replication, re
312794658	2678775..2680625	-	Caldicellulosiruptor_kristjanssonii_177R1B_uid60393	NC_014721	2375	-		-
312794659	2680936..2681073	-	Caldicellulosiruptor_kristjanssonii_177R1B_uid60393	NC_014721	2376	-		-
312794660	2681205..2681828	-	Caldicellulosiruptor_kristjanssonii_177R1B_uid60393	NC_014721	2377	mkCas0062	+	cas6
312794661	2681825..2683009	-	Caldicellulosiruptor_kristjanssonii_177R1B_uid60393	NC_014721	2378	cd09662	+	csm5
312794662	2682999..2684009	-	Caldicellulosiruptor_kristjanssonii_177R1B_uid60393	NC_014721	2379	cd09663	+	csm4
312794663	2684038..2684865	-	Caldicellulosiruptor_kristjanssonii_177R1B_uid60393	NC_014721	2380	cd09684	+	csm3
312794664	2684893..2685303	-	Caldicellulosiruptor_kristjanssonii_177R1B_uid60393	NC_014721	2381	pfam03750	+	csm2
312794665	2685336..2687819	-	Caldicellulosiruptor_kristjanssonii_177R1B_uid60393	NC_014721	2382	cd09680	+	cas10
312794666	2688141..2688794	-	Caldicellulosiruptor_kristjanssonii_177R1B_uid60393	NC_014721	2383	-		-
312794667	2691680..2693098	-	Caldicellulosiruptor_kristjanssonii_177R1B_uid60393	NC_014721	2384	cd09728		csx1
312623450	2655000..2657921	+	Caldicellulosiruptor_kronotskyensis_2002_uid60491	NC_014720	2323	cls000742	+	cas10
312623451	2657967..2659193	+	Caldicellulosiruptor_kronotskyensis_2002_uid60491	NC_014720	2324	pfam09700	+	cmr3
312623452	2659190..2660377	+	Caldicellulosiruptor_kronotskyensis_2002_uid60491	NC_014720	2325	COG1367	+	cmr1
312623453	2660412..2661518	+	Caldicellulosiruptor_kronotskyensis_2002_uid60491	NC_014720	2326	COG1336	+	cmr4
312623454	2661520..2661897	+	Caldicellulosiruptor_kronotskyensis_2002_uid60491	NC_014720	2327	pfam09701	+	cmr5
312623455	2661875..2662936	+	Caldicellulosiruptor_kronotskyensis_2002_uid60491	NC_014720	2328	cd09661	+	cmr6
312623456	2675632..2676612	-	Caldicellulosiruptor_kronotskyensis_2002_uid60491	NC_014720	2329	cd09722	+	cas1
312623457	2676620..2677132	-	Caldicellulosiruptor_kronotskyensis_2002_uid60491	NC_014720	2330	pfam01930		cas4
312623458	2677153..2679891	-	Caldicellulosiruptor_kronotskyensis_2002_uid60491	NC_014720	2331	cd09641,cd09639	+	cas3
312623459	2679884..2680711	-	Caldicellulosiruptor_kronotskyensis_2002_uid60491	NC_014720	2332	cd09658	+	cas5
312623460	2680760..2681875	-	Caldicellulosiruptor_kronotskyensis_2002_uid60491	NC_014720	2333	pfam01905	+	cas7
312623461	2681879..2682424	-	Caldicellulosiruptor_kronotskyensis_2002_uid60491	NC_014720	2334	-		-
312623462	2682426..2683688	-	Caldicellulosiruptor_kronotskyensis_2002_uid60491	NC_014720	2335	cd09665	+	cas8b2
312623463	2683694..2684479	-	Caldicellulosiruptor_kronotskyensis_2002_uid60491	NC_014720	2336	pfam01881	+	cas6
344997598	2611322..2611729	-	Caldicellulosiruptor_lactoaceticus_6A_uid60575	NC_015949	2265	cls000023		csx20
344997599	2616287..2616667	+	Caldicellulosiruptor_lactoaceticus_6A_uid60575	NC_015949	2266	-		-
344997600	2616815..2617318	+	Caldicellulosiruptor_lactoaceticus_6A_uid60575	NC_015949	2267	pfam01930		cas4
344997601	2617315..2618310	+	Caldicellulosiruptor_lactoaceticus_6A_uid60575	NC_015949	2268	cd09722	+	cas1
344997602	2618326..2618589	+	Caldicellulosiruptor_lactoaceticus_6A_uid60575	NC_015949	2269	cd09725	+	cas2
344997603	2618666..2620588	+	Caldicellulosiruptor_lactoaceticus_6A_uid60575	NC_015949	2270	pfam09484	+	cas8b1
344997604	2620653..2621633	+	Caldicellulosiruptor_lactoaceticus_6A_uid60575	NC_015949	2271	cd09690	+	cas7
344997605	2621656..2622387	+	Caldicellulosiruptor_lactoaceticus_6A_uid60575	NC_015949	2272	cls001430	+	cas5
344997606	2622362..2624830	+	Caldicellulosiruptor_lactoaceticus_6A_uid60575	NC_015949	2273	COG1203	+	cas3
344997607	2625114..2625344	-	Caldicellulosiruptor_lactoaceticus_6A_uid60575	NC_015949	2274	-		-
344997608	2625757..2627379	-	Caldicellulosiruptor_lactoaceticus_6A_uid60575	NC_015949	2275	pfam01637,pfam03008		Archaeal ATPase. This family c,Archaea bacterial proteins of
344997609	2628543..2629748	-	Caldicellulosiruptor_lactoaceticus_6A_uid60575	NC_015949	2276	cd09742		csm6
344997610	2629766..2630131	-	Caldicellulosiruptor_lactoaceticus_6A_uid60575	NC_015949	2277	mkCas0101	+	csm2
344997611	2630149..2631030	-	Caldicellulosiruptor_lactoaceticus_6A_uid60575	NC_015949	2278	cls000253,cls000253	+	csm3,csm3
344997612	2631014..2631904	-	Caldicellulosiruptor_lactoaceticus_6A_uid60575	NC_015949	2279	cd09683	+	csm3
344997613	2631946..2632728	-	Caldicellulosiruptor_lactoaceticus_6A_uid60575	NC_015949	2280	cd09683	+	csm3
344997614	2632761..2633255	-	Caldicellulosiruptor_lactoaceticus_6A_uid60575	NC_015949	2281	mkCas0079	+	csm2
344997615	2633268..2634407	-	Caldicellulosiruptor_lactoaceticus_6A_uid60575	NC_015949	2282	cd09700	+	csx10
344997616	2634404..2634946	-	Caldicellulosiruptor_lactoaceticus_6A_uid60575	NC_015949	2283	COG1337	+	csm3
344997617	2634966..2636972	-	Caldicellulosiruptor_lactoaceticus_6A_uid60575	NC_015949	2284	mkCas0133	+	cas10
344997618	2637085..2637840	-	Caldicellulosiruptor_lactoaceticus_6A_uid60575	NC_015949	2285	COG1583	+	cas6
302870835	136832..137617	+	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	104	pfam01881	+	cas6
302870836	137649..139304	+	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	105	cd09665	+	cas8b2
302870837	139297..140226	+	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	106	cd09687	+	cas7
302870838	140229..140975	+	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	107	cd09658	+	cas5
302870839	140965..143298	+	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	108	cd09641,cd09639	+	cas3
302870840	143320..143832	+	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	109	pfam01930		cas4
302870841	143837..144817	+	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	110	cd09722	+	cas1
302870842	144842..145105	+	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	111	cd09725	+	cas2
302870843	166015..167085	-	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	112	cd09661	+	cmr6
302870844	167063..167434	-	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	113	pfam09701	+	cmr5
302870845	167454..168509	-	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	114	COG1336	+	cmr4
302870846	168538..169773	-	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	115	COG1367	+	cmr1
302870847	169776..171029	-	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	116	pfam09700	+	cmr3
302870848	171058..174015	-	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	117	cls000742	+	cas10
302870849	174145..175557	+	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	118	cd09728		csx1
302872851	2451755..2453065	-	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	2120	cd09732		csx1
302872852	2453251..2453853	-	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	2121	mkCas0062	+	cas6
302872853	2453889..2455058	-	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	2122	cd09662	+	csm5
302872854	2455039..2456025	-	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	2123	cd09663	+	csm4
302872855	2456040..2456837	-	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	2124	cd09684	+	csm3
302872856	2456874..2457275	-	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	2125	pfam03750	+	csm2
302872857	2457307..2459772	-	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	2126	cd09680	+	cas10
302872858	2461975..2462118	-	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	2127	-		-
302872859	2462805..2464190	-	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	2128	pfam01637,pfam03008		Archaeal ATPase. This family c,Archaea bacterial proteins of
302872860	2467055..2467564	+	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	2129	pfam01930		cas4
302872861	2467561..2468556	+	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	2130	cd09722	+	cas1
302872862	2468573..2468836	+	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	2131	cd09725	+	cas2
302872863	2468917..2470848	+	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	2132	pfam09484	+	cas8b1
302872864	2470898..2471881	+	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	2133	cd09690	+	cas7
302872865	2471904..2472635	+	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	2134	cls001430	+	cas5
302872866	2472610..2475081	+	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	2135	COG1203	+	cas3
146295131	63753..65825	+	Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289	NC_009437	45	pfam09484	+	cas8b1
146295132	65847..66731	+	Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289	NC_009437	46	pfam05107	+	cas7b
146295133	66752..67504	+	Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289	NC_009437	47	mkCas0191	+	cas5
146295134	67597..68037	+	Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289	NC_009437	48	cd09641	+	cas3HD
146295135	68072..68863	-	Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289	NC_009437	49	pfam01695		IstB-like ATP binding protein.
146295136	69030..70259	+	Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289	NC_009437	50	pfam00872		Transposase, Mutator family.
146295137	70189..71655	-	Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289	NC_009437	51	COG4584		Transposase and inactivated de
346722696	73848..74345	+	Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289	NC_009437	52	pfam01930		cas4
146295140	74396..75388	+	Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289	NC_009437	53	cd09722	+	cas1
146295141	75394..75657	+	Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289	NC_009437	54	cd09725	+	cas2
146295142	75848..76795	-	Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289	NC_009437	55	pfam06414		Zeta toxin. This family consis
146295143	76834..77115	-	Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289	NC_009437	56	-		-
146295144	77279..77965	+	Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289	NC_009437	57	-		-
146295145	79662..80039	-	Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289	NC_009437	58	-		-
146295146	80233..81618	+	Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289	NC_009437	59	pfam01637,pfam03008		Archaeal ATPase. This family c,Archaea bacterial proteins of
146295147	81795..82340	+	Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289	NC_009437	60	-		-
146295149	82852..85335	+	Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289	NC_009437	61	cd09680	+	cas10
146295150	85367..85777	+	Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289	NC_009437	62	pfam03750	+	csm2
146295151	85807..86598	+	Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289	NC_009437	63	cd09684	+	csm3
146295152	86642..87652	+	Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289	NC_009437	64	cd09663	+	csm4
146295153	87642..88808	+	Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289	NC_009437	65	cd09662	+	csm5
146295154	88805..89428	+	Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289	NC_009437	66	mkCas0062	+	cas6
159042075	1594872..1595612	-	Caldivirga_maquilingensis_IC_167_uid58711	NC_009954	1483	cd09742		csm6
159042076	1595743..1596591	-	Caldivirga_maquilingensis_IC_167_uid58711	NC_009954	1484	cd09661	+	cmr6
159042077	1596579..1597814	-	Caldivirga_maquilingensis_IC_167_uid58711	NC_009954	1485	COG1367	+	cmr1
