15612900	360504..361214	+	Bacillus_halodurans_C_125_uid57791	NC_002570	cas5	Makarova2015
15612901	361216..363099	+	Bacillus_halodurans_C_125_uid57791	NC_002570	cas8c	Makarova2015
15612902	363096..363947	+	Bacillus_halodurans_C_125_uid57791	NC_002570	cas7	Makarova2015
15612904	364593..365624	+	Bacillus_halodurans_C_125_uid57791	NC_002570	cas1	Makarova2015
15612905	365633..365923	+	Bacillus_halodurans_C_125_uid57791	NC_002570	cas2	Makarova2015
222528170	142983..143768	+	Caldicellulosiruptor_bescii_DSM_6725_uid59201	NC_012034	cas6	Makarova2015
222528171	143801..145441	+	Caldicellulosiruptor_bescii_DSM_6725_uid59201	NC_012034	cas8b2	Makarova2015
222528172	145438..146367	+	Caldicellulosiruptor_bescii_DSM_6725_uid59201	NC_012034	cas7	Makarova2015
222528173	146370..147119	+	Caldicellulosiruptor_bescii_DSM_6725_uid59201	NC_012034	cas5	Makarova2015
222528174	147106..149433	+	Caldicellulosiruptor_bescii_DSM_6725_uid59201	NC_012034	cas3	Makarova2015
222528176	149984..150964	+	Caldicellulosiruptor_bescii_DSM_6725_uid59201	NC_012034	cas1	Makarova2015
222528177	151153..151416	+	Caldicellulosiruptor_bescii_DSM_6725_uid59201	NC_012034	cas2	Makarova2015
222528182	170149..171723	+	Caldicellulosiruptor_bescii_DSM_6725_uid59201	NC_012034	cas10	Makarova2015
222528184	173976..175400	+	Caldicellulosiruptor_bescii_DSM_6725_uid59201	NC_012034	csm3,csm3	Makarova2015
222528186	176012..177859	+	Caldicellulosiruptor_bescii_DSM_6725_uid59201	NC_012034	csm3	Makarova2015
312794649	2657833..2658096	-	Caldicellulosiruptor_kristjanssonii_177R1B_uid60393	NC_014721	cas2	Makarova2015
312794650	2658102..2659094	-	Caldicellulosiruptor_kristjanssonii_177R1B_uid60393	NC_014721	cas1	Makarova2015
312794652	2659663..2662086	-	Caldicellulosiruptor_kristjanssonii_177R1B_uid60393	NC_014721	cas3	Makarova2015
312794653	2662176..2662928	-	Caldicellulosiruptor_kristjanssonii_177R1B_uid60393	NC_014721	cas5	Makarova2015
312794654	2662950..2663834	-	Caldicellulosiruptor_kristjanssonii_177R1B_uid60393	NC_014721	cas7b	Makarova2015
312794655	2663856..2665919	-	Caldicellulosiruptor_kristjanssonii_177R1B_uid60393	NC_014721	cas8b1	Makarova2015
312794660	2681205..2681828	-	Caldicellulosiruptor_kristjanssonii_177R1B_uid60393	NC_014721	cas6	Makarova2015
312794661	2681825..2683009	-	Caldicellulosiruptor_kristjanssonii_177R1B_uid60393	NC_014721	csm5	Makarova2015
312794662	2682999..2684009	-	Caldicellulosiruptor_kristjanssonii_177R1B_uid60393	NC_014721	csm4	Makarova2015
312794663	2684038..2684865	-	Caldicellulosiruptor_kristjanssonii_177R1B_uid60393	NC_014721	csm3	Makarova2015
312794664	2684893..2685303	-	Caldicellulosiruptor_kristjanssonii_177R1B_uid60393	NC_014721	csm2	Makarova2015
312794665	2685336..2687819	-	Caldicellulosiruptor_kristjanssonii_177R1B_uid60393	NC_014721	cas10	Makarova2015
312623450	2655000..2657921	+	Caldicellulosiruptor_kronotskyensis_2002_uid60491	NC_014720	cas10	Makarova2015
312623451	2657967..2659193	+	Caldicellulosiruptor_kronotskyensis_2002_uid60491	NC_014720	cmr3	Makarova2015
312623452	2659190..2660377	+	Caldicellulosiruptor_kronotskyensis_2002_uid60491	NC_014720	cmr1	Makarova2015
312623453	2660412..2661518	+	Caldicellulosiruptor_kronotskyensis_2002_uid60491	NC_014720	cmr4	Makarova2015
312623454	2661520..2661897	+	Caldicellulosiruptor_kronotskyensis_2002_uid60491	NC_014720	cmr5	Makarova2015
312623455	2661875..2662936	+	Caldicellulosiruptor_kronotskyensis_2002_uid60491	NC_014720	cmr6	Makarova2015
312623456	2675632..2676612	-	Caldicellulosiruptor_kronotskyensis_2002_uid60491	NC_014720	cas1	Makarova2015
312623458	2677153..2679891	-	Caldicellulosiruptor_kronotskyensis_2002_uid60491	NC_014720	cas3	Makarova2015
312623459	2679884..2680711	-	Caldicellulosiruptor_kronotskyensis_2002_uid60491	NC_014720	cas5	Makarova2015
312623460	2680760..2681875	-	Caldicellulosiruptor_kronotskyensis_2002_uid60491	NC_014720	cas7	Makarova2015
312623462	2682426..2683688	-	Caldicellulosiruptor_kronotskyensis_2002_uid60491	NC_014720	cas8b2	Makarova2015
312623463	2683694..2684479	-	Caldicellulosiruptor_kronotskyensis_2002_uid60491	NC_014720	cas6	Makarova2015
344997601	2617315..2618310	+	Caldicellulosiruptor_lactoaceticus_6A_uid60575	NC_015949	cas1	Makarova2015
344997602	2618326..2618589	+	Caldicellulosiruptor_lactoaceticus_6A_uid60575	NC_015949	cas2	Makarova2015
344997603	2618666..2620588	+	Caldicellulosiruptor_lactoaceticus_6A_uid60575	NC_015949	cas8b1	Makarova2015
344997604	2620653..2621633	+	Caldicellulosiruptor_lactoaceticus_6A_uid60575	NC_015949	cas7	Makarova2015
344997605	2621656..2622387	+	Caldicellulosiruptor_lactoaceticus_6A_uid60575	NC_015949	cas5	Makarova2015
344997606	2622362..2624830	+	Caldicellulosiruptor_lactoaceticus_6A_uid60575	NC_015949	cas3	Makarova2015
344997610	2629766..2630131	-	Caldicellulosiruptor_lactoaceticus_6A_uid60575	NC_015949	csm2	Makarova2015
344997611	2630149..2631030	-	Caldicellulosiruptor_lactoaceticus_6A_uid60575	NC_015949	csm3,csm3	Makarova2015
344997612	2631014..2631904	-	Caldicellulosiruptor_lactoaceticus_6A_uid60575	NC_015949	csm3	Makarova2015
344997613	2631946..2632728	-	Caldicellulosiruptor_lactoaceticus_6A_uid60575	NC_015949	csm3	Makarova2015
344997614	2632761..2633255	-	Caldicellulosiruptor_lactoaceticus_6A_uid60575	NC_015949	csm2	Makarova2015
344997616	2634404..2634946	-	Caldicellulosiruptor_lactoaceticus_6A_uid60575	NC_015949	csm3	Makarova2015
344997617	2634966..2636972	-	Caldicellulosiruptor_lactoaceticus_6A_uid60575	NC_015949	cas10	Makarova2015
344997618	2637085..2637840	-	Caldicellulosiruptor_lactoaceticus_6A_uid60575	NC_015949	cas6	Makarova2015
302870835	136832..137617	+	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	cas6	Makarova2015
302870836	137649..139304	+	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	cas8b2	Makarova2015
302870837	139297..140226	+	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	cas7	Makarova2015
302870838	140229..140975	+	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	cas5	Makarova2015
302870839	140965..143298	+	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	cas3	Makarova2015
302870841	143837..144817	+	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	cas1	Makarova2015
302870842	144842..145105	+	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	cas2	Makarova2015
302870843	166015..167085	-	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	cmr6	Makarova2015
302870844	167063..167434	-	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	cmr5	Makarova2015
302870845	167454..168509	-	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	cmr4	Makarova2015
302870846	168538..169773	-	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	cmr1	Makarova2015
302870847	169776..171029	-	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	cmr3	Makarova2015
302870848	171058..174015	-	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	cas10	Makarova2015
302872852	2453251..2453853	-	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	cas6	Makarova2015
302872853	2453889..2455058	-	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	csm5	Makarova2015
302872854	2455039..2456025	-	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	csm4	Makarova2015
302872855	2456040..2456837	-	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	csm3	Makarova2015
302872856	2456874..2457275	-	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	csm2	Makarova2015
302872857	2457307..2459772	-	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	cas10	Makarova2015
302872861	2467561..2468556	+	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	cas1	Makarova2015
302872862	2468573..2468836	+	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	cas2	Makarova2015
302872863	2468917..2470848	+	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	cas8b1	Makarova2015
302872864	2470898..2471881	+	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	cas7	Makarova2015
302872865	2471904..2472635	+	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	cas5	Makarova2015
302872866	2472610..2475081	+	Caldicellulosiruptor_obsidiansis_OB47_uid51501	NC_014392	cas3	Makarova2015
146295131	63753..65825	+	Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289	NC_009437	cas8b1	Makarova2015
146295132	65847..66731	+	Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289	NC_009437	cas7b	Makarova2015
146295133	66752..67504	+	Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289	NC_009437	cas5	Makarova2015
146295134	67597..68037	+	Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289	NC_009437	cas3HD	Makarova2015
146295140	74396..75388	+	Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289	NC_009437	cas1	Makarova2015
146295141	75394..75657	+	Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289	NC_009437	cas2	Makarova2015
146295149	82852..85335	+	Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289	NC_009437	cas10	Makarova2015
146295150	85367..85777	+	Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289	NC_009437	csm2	Makarova2015
146295151	85807..86598	+	Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289	NC_009437	csm3	Makarova2015
146295152	86642..87652	+	Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289	NC_009437	csm4	Makarova2015
146295153	87642..88808	+	Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289	NC_009437	csm5	Makarova2015
146295154	88805..89428	+	Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289	NC_009437	cas6	Makarova2015
159042076	1595743..1596591	-	Caldivirga_maquilingensis_IC_167_uid58711	NC_009954	cmr6	Makarova2015
159042077	1596579..1597814	-	Caldivirga_maquilingensis_IC_167_uid58711	NC_009954	cmr1	Makarova2015
159042078	1597811..1598287	-	Caldivirga_maquilingensis_IC_167_uid58711	NC_009954	cmr5	Makarova2015
159042079	1598284..1599237	-	Caldivirga_maquilingensis_IC_167_uid58711	NC_009954	cmr4	Makarova2015
159042080	1599396..1602533	+	Caldivirga_maquilingensis_IC_167_uid58711	NC_009954	cas10	Makarova2015
159042081	1602530..1603525	+	Caldivirga_maquilingensis_IC_167_uid58711	NC_009954	cmr3	Makarova2015
159042083	1604425..1604793	+	Caldivirga_maquilingensis_IC_167_uid58711	NC_009954	csa5	Makarova2015
159042084	1604798..1605967	+	Caldivirga_maquilingensis_IC_167_uid58711	NC_009954	cas7	Makarova2015
159042085	1605989..1606825	+	Caldivirga_maquilingensis_IC_167_uid58711	NC_009954	cas5a	Makarova2015
159042086	1606822..1607853	+	Caldivirga_maquilingensis_IC_167_uid58711	NC_009954	cas8a3	Makarova2015
159042087	1607846..1609594	+	Caldivirga_maquilingensis_IC_167_uid58711	NC_009954	cas3	Makarova2015
159042088	1609595..1610359	+	Caldivirga_maquilingensis_IC_167_uid58711	NC_009954	cas3HD	Makarova2015
169831944	1888658..1889677	-	Candidatus_Desulforudis_audaxviator_MP104C_uid59067	NC_010424	csm3	Makarova2015
169831946	1890323..1891222	-	Candidatus_Desulforudis_audaxviator_MP104C_uid59067	NC_010424	csm3	Makarova2015
169831947	1891215..1892063	-	Candidatus_Desulforudis_audaxviator_MP104C_uid59067	NC_010424	csm3	Makarova2015
169831948	1892060..1892485	-	Candidatus_Desulforudis_audaxviator_MP104C_uid59067	NC_010424	csm2	Makarova2015
169831950	1893725..1894447	-	Candidatus_Desulforudis_audaxviator_MP104C_uid59067	NC_010424	csm3	Makarova2015
169831951	1894461..1896740	-	Candidatus_Desulforudis_audaxviator_MP104C_uid59067	NC_010424	cas10	Makarova2015
169831956	1914037..1914300	-	Candidatus_Desulforudis_audaxviator_MP104C_uid59067	NC_010424	cas2	Makarova2015
169831957	1914303..1915298	-	Candidatus_Desulforudis_audaxviator_MP104C_uid59067	NC_010424	cas1	Makarova2015
169831959	1915914..1918103	-	Candidatus_Desulforudis_audaxviator_MP104C_uid59067	NC_010424	cas3	Makarova2015
169831960	1918058..1918774	-	Candidatus_Desulforudis_audaxviator_MP104C_uid59067	NC_010424	cas5	Makarova2015
169831961	1918804..1919778	-	Candidatus_Desulforudis_audaxviator_MP104C_uid59067	NC_010424	cas7	Makarova2015
169831962	1919756..1921300	-	Candidatus_Desulforudis_audaxviator_MP104C_uid59067	NC_010424	cas8b1	Makarova2015
169831963	1921461..1922255	-	Candidatus_Desulforudis_audaxviator_MP104C_uid59067	NC_010424	cas6	Makarova2015
169831964	1922303..1923274	-	Candidatus_Desulforudis_audaxviator_MP104C_uid59067	NC_010424	cmr6	Makarova2015
169831965	1923271..1923648	-	Candidatus_Desulforudis_audaxviator_MP104C_uid59067	NC_010424	cmr5	Makarova2015
169831966	1923651..1924517	-	Candidatus_Desulforudis_audaxviator_MP104C_uid59067	NC_010424	cmr4	Makarova2015
169831967	1924528..1925886	-	Candidatus_Desulforudis_audaxviator_MP104C_uid59067	NC_010424	cmr1	Makarova2015
169831968	1925895..1927070	-	Candidatus_Desulforudis_audaxviator_MP104C_uid59067	NC_010424	cmr3	Makarova2015
169831969	1927051..1928874	-	Candidatus_Desulforudis_audaxviator_MP104C_uid59067	NC_010424	cas10	Makarova2015
170290046	433841..434866	+	Candidatus_Korarchaeum_cryptofilum_OPF8_uid58601	NC_010482	cas1	Makarova2015
170290048	435785..436066	+	Candidatus_Korarchaeum_cryptofilum_OPF8_uid58601	NC_010482	cas2	Makarova2015
170290051	437339..437665	+	Candidatus_Korarchaeum_cryptofilum_OPF8_uid58601	NC_010482	csa5	Makarova2015
170290052	437678..438649	+	Candidatus_Korarchaeum_cryptofilum_OPF8_uid58601	NC_010482	cas7	Makarova2015
170290053	438646..439482	+	Candidatus_Korarchaeum_cryptofilum_OPF8_uid58601	NC_010482	cas5	Makarova2015
170290054	439479..440660	+	Candidatus_Korarchaeum_cryptofilum_OPF8_uid58601	NC_010482	cas8a1	Makarova2015
170290056	441204..442898	+	Candidatus_Korarchaeum_cryptofilum_OPF8_uid58601	NC_010482	cas3	Makarova2015
170290057	442873..443634	+	Candidatus_Korarchaeum_cryptofilum_OPF8_uid58601	NC_010482	cas3HD	Makarova2015
170290060	453930..454682	-	Candidatus_Korarchaeum_cryptofilum_OPF8_uid58601	NC_010482	cmr6	Makarova2015
170290061	454679..455878	-	Candidatus_Korarchaeum_cryptofilum_OPF8_uid58601	NC_010482	cmr1	Makarova2015
170290062	455875..456810	-	Candidatus_Korarchaeum_cryptofilum_OPF8_uid58601	NC_010482	cmr3	Makarova2015
170290063	456811..459612	-	Candidatus_Korarchaeum_cryptofilum_OPF8_uid58601	NC_010482	cas10	Makarova2015
170290064	459615..460088	-	Candidatus_Korarchaeum_cryptofilum_OPF8_uid58601	NC_010482	cmr5	Makarova2015
170290065	460088..461005	-	Candidatus_Korarchaeum_cryptofilum_OPF8_uid58601	NC_010482	cmr4	Makarova2015
78043250	1917740..1918486	-	Carboxydothermus_hydrogenoformans_Z_2901_uid57821	NC_007503	cas6	Makarova2015
78043506	1918547..1919647	-	Carboxydothermus_hydrogenoformans_Z_2901_uid57821	NC_007503	csm5	Makarova2015
78043929	1919648..1920604	-	Carboxydothermus_hydrogenoformans_Z_2901_uid57821	NC_007503	csm4	Makarova2015
78043659	1920618..1921418	-	Carboxydothermus_hydrogenoformans_Z_2901_uid57821	NC_007503	csm3	Makarova2015
78044132	1921431..1921862	-	Carboxydothermus_hydrogenoformans_Z_2901_uid57821	NC_007503	csm2	Makarova2015
78045138	1921865..1924081	-	Carboxydothermus_hydrogenoformans_Z_2901_uid57821	NC_007503	cas10	Makarova2015
78043058	1930463..1930726	-	Carboxydothermus_hydrogenoformans_Z_2901_uid57821	NC_007503	cas2	Makarova2015
78043644	1930728..1931720	-	Carboxydothermus_hydrogenoformans_Z_2901_uid57821	NC_007503	cas1	Makarova2015
78043279	1932316..1934760	-	Carboxydothermus_hydrogenoformans_Z_2901_uid57821	NC_007503	cas3	Makarova2015
78044070	1934760..1935506	-	Carboxydothermus_hydrogenoformans_Z_2901_uid57821	NC_007503	cas5	Makarova2015
78043120	1935523..1936464	-	Carboxydothermus_hydrogenoformans_Z_2901_uid57821	NC_007503	cas7b	Makarova2015
78043891	1936465..1938405	-	Carboxydothermus_hydrogenoformans_Z_2901_uid57821	NC_007503	cas8b1	Makarova2015
78044781	1938477..1939223	-	Carboxydothermus_hydrogenoformans_Z_2901_uid57821	NC_007503	cas6	Makarova2015
374296491	2474888..2475178	-	Clostridium_clariflavum_DSM_19732_uid82345	NC_016627	cas2	Makarova2015
374296492	2475172..2476167	-	Clostridium_clariflavum_DSM_19732_uid82345	NC_016627	cas1	Makarova2015
374296495	2481750..2483825	-	Clostridium_clariflavum_DSM_19732_uid82345	NC_016627	csm3	Makarova2015
374296497	2484212..2485543	-	Clostridium_clariflavum_DSM_19732_uid82345	NC_016627	csm3,csm3	Makarova2015
374296499	2487134..2487808	-	Clostridium_clariflavum_DSM_19732_uid82345	NC_016627	csm3	Makarova2015
374296500	2487811..2489274	-	Clostridium_clariflavum_DSM_19732_uid82345	NC_016627	cas10	Makarova2015
374296501	2489321..2489980	-	Clostridium_clariflavum_DSM_19732_uid82345	NC_016627	cas6	Makarova2015
374296502	2490008..2492404	-	Clostridium_clariflavum_DSM_19732_uid82345	NC_016627	cas3	Makarova2015
374296503	2492418..2493131	-	Clostridium_clariflavum_DSM_19732_uid82345	NC_016627	cas5	Makarova2015
374296504	2493146..2494063	-	Clostridium_clariflavum_DSM_19732_uid82345	NC_016627	cas7	Makarova2015
374296505	2494060..2495940	-	Clostridium_clariflavum_DSM_19732_uid82345	NC_016627	cas8b1	Makarova2015
550990401	857009..858019	+	Comamonadaceae_bacterium_CR_uid223378	NC_022576	cas6	Makarova2015
550990402	858049..860754	+	Comamonadaceae_bacterium_CR_uid223378	NC_022576	cas10	Makarova2015
550990406	863198..863923	+	Comamonadaceae_bacterium_CR_uid223378	NC_022576	csm3	Makarova2015
550990407	863944..864891	+	Comamonadaceae_bacterium_CR_uid223378	NC_022576	csm4	Makarova2015
550990408	864888..866585	+	Comamonadaceae_bacterium_CR_uid223378	NC_022576	csm5	Makarova2015
550990412	869564..870676	+	Comamonadaceae_bacterium_CR_uid223378	NC_022576	cmr1	Makarova2015
550990413	870679..873741	+	Comamonadaceae_bacterium_CR_uid223378	NC_022576	cas10	Makarova2015
550990414	873738..874976	+	Comamonadaceae_bacterium_CR_uid223378	NC_022576	cmr3	Makarova2015
550990415	875013..875990	+	Comamonadaceae_bacterium_CR_uid223378	NC_022576	cmr4	Makarova2015
550990416	876002..876565	+	Comamonadaceae_bacterium_CR_uid223378	NC_022576	cmr5	Makarova2015
550990417	876558..877898	+	Comamonadaceae_bacterium_CR_uid223378	NC_022576	cmr6,cmr6	Makarova2015
550990419	878317..878820	+	Comamonadaceae_bacterium_CR_uid223378	NC_022576	acetyltransferase	Makarova2015
550990420	878948..879232	+	Comamonadaceae_bacterium_CR_uid223378	NC_022576	cas2	Makarova2015
550990421	879299..880270	+	Comamonadaceae_bacterium_CR_uid223378	NC_022576	cas1	Makarova2015
550990422	880345..880680	+	Comamonadaceae_bacterium_CR_uid223378	NC_022576	cas2	Makarova2015
333977925	466504..468312	+	Desulfotomaculum_kuznetsovii_DSM_6115_uid67357	NC_015573	cas10	Makarova2015
333977926	468309..469481	+	Desulfotomaculum_kuznetsovii_DSM_6115_uid67357	NC_015573	cmr3	Makarova2015
